rehenchir|re-hen-chir|Rellenar de cerda, pluma, lana, etc., algún colchón, almohada o mueble de tapicería;;;
Rehenchir|re-hen-chir|Rellenar de cerda, pluma, lana, etc., algún colchón, almohada o mueble de tapicería;;;
rehenes|re-he-nes|Personas capturadas por alguien para obligar a cumplir a un tercero determinadas exigencias;;;
rehén|re-hén|Persona capturada por alguien para obligar a cumplir a un tercero determinadas exigencias;;;
rehervir|re-her-vir|Volver a hervir;;;
rehilete|re-hi-le-te|Dicho malicioso;;;
rehogar|re-ho-gar|Sazonar una vianda a fuego lento, sin agua y muy tapada, en manteca o aceite y otros condimentos;;;
rehollar|re-ho-llar|Volver a hollar o pisar una cosa;;;
rehoyaba|re-ho-ya-ba|Renovaba el hoyo hecho antes para plantar árboles;;;
rehoyar|re-ho-yar|Renovar el hoyo hecho antes para plantar árboles;;;
rehuida|re-hui-da|Acción de rehuir;;;
rehuimos|re-hui-mos|Evitamos el trato o la compañía de alguien;;;
rehuir|re-huir|Evitar o apartar una cosa por algún temor, sospecha o recelo;;;
rehundido|re-hun-di-do|Muy hundido, sumergido a lo más hondo;;;
rehundir|re-hun-dir|Hundir o sumergir muy profundamente una cosa;;;
rehundir|re-hun-dirHundir o sumergir muy profundamente una cosa;;;
rehusar|re-hu-sar|Rechazar o no aceptar una cosa;;;
reinado|rei-na-do|Espacio de tiempo en que gobierna un rey o una reina;;;
reincidir|rein-ci-dir|Volver a caer o incurrir en un error, falta o delito;;;
reinstala|reins-ta-la|Vuelve a instalar;;;
reintegro|rein-te-gro|En la lotería, premio igual a la cantidad jugada;;;
reiterado|rei-te-ra-do|Que se hace o sucede repetidamente;;;
reiterar|rei-te-rar|Volver a decir o ejecutar, repetir una cosa;;;
relación|re-la-ción|Conexión, correspondencia, trato de una persona con otra;;;
relajado|re-la-ja-do|Que no produce tensión o no supone mucho esfuerzo;;;
relajar|re-la-jar|Aflojar, suavizar, aliviar la tensión muscular;;;
relajarse|re-la-jar-se|Aflojar, laxar o ablandar;;;
relamer|re-la-mer|Fig. Saborear una cosa por anticipado;;;
relamido|re-la-mi-do|Afectado, demasiadamente pulcro;;;
relámpago|re-lám-pa-go|Chispa producida por la descarga eléctrica entre dos nubes;;;
relapso|re-lap-so|Recaída en una enfermedad tras una cura aparente;;;
relegado|re-le-ga-do|Marginado, apartado, pospuesto;;;
relegar|re-le-gar|Fig. Apartar, marginar, posponer;;;
relevado|re-le-va-do|Reemplazado, sustituido en un trabajo o empleo;;;
relevante|re-le-van-te|Importante, significativo;;;
relevante|re-le-van-te|Sobresaliente, excelente;;;
relevar|re-le-var|Reemplazar o sustituir a una persona con otra en cualquier empleo;;;
relicario|re-li-ca-rio|Caja o estuche, generalmente precioso, para custodiar reliquias;;;
relieve|re-lie-ve|Labor o figura que resalta sobre el plano;;;
religión|re-li-gión|Conjunto de creencias que relacionan al hombre con la divinidad;;;
religioso|re-li-gio-so|Que tiene religión y particularmente que la profesa con celo;;;
relimpio|re-lim-pio|Fam. Muy limpio;;;
relinchar|re-lin-char|Emitir con fuerza su voz el caballo;;;
relincho|re-lin-cho|Voz del caballo;;;
reliquia|re-li-quia|Fig. Vestigio de cosas pasadas;;;
rellano|re-lla-no|Llano que interrumpe la pendiente de un terreno;;;
relojero|re-lo-je-ro|Persona que tiene por oficio hacer, componer o vender relojes;;;
relumbrar|re-lum-brar|Dar una cosa viva luz o alumbrar con exceso;;;
remachado|re-ma-cha-do|Sujeto con remaches;;;
remachado|re-ma-cha-do|Uno de los estados centrales del noroeste de Estados Unidos, capital: Springfield;;;
remachar|re-ma-char|Machacar la punta o la cabeza del clavo ya clavado;;;
remache|re-ma-che|Roblón, clavo especial destinado a roblarse;;;
remanente|re-ma-nen-te|Residuo de una cosa;;;
rematador|re-ma-ta-dor|Subastador, martillero;;;
remate|re-ma-te|Extremidad o conclusión de una cosa;;;
rembrandt|rem-brandt|Artista holandés del barroco, es uno de los más grandes pintores de la historia del arte occidental (1606-1669);;;
remedador|re-me-da-dor|Imitador, que hace lo mismo que hace otro con intención de burla;;;
remedar|re-me-dar|Hacer uno, por burla, las mismas acciones o gestos que otro;;;
remediar|re-me-diar|Poner remedio al daño, repararlo;;;
remembrar|re-mem-brar|Recordar, traer a la memoria una cosa;;;
rememorar|re-me-mo-rar|Recordar, traer a la memoria una cosa;;;
remendar|re-men-dar|Tapar un agujero en la ropa cosiéndole un trozo de tela;;;
remendon|re-men-don|Que tiene por oficio remendar, especialmente los sastres y zapateros;;;
remendón|re-men-dón|Que tiene por oficio remendar, especialmente los sastres y zapateros;;;
remesa|re-me-sa|Envío que se hace de una cosa de una parte a otra;;;
remesón|re-me-són|Carrera corta que el jinete hace dar al caballo, parándolo cuando va con más violencia;;;
remiendo|re-mien-do|Pedazo de tela que se cose a lo que está viejo o roto;;;
remiendo|re-mien-doPedazo de tela que se cose a lo que está viejo o roto;;;
remilgado|re-mil-ga-do|Melindroso, que afecta suma pulidez, delicadeza y gracia;;;
remisible|re-mi-si-ble|Que se puede remitir o perdonar;;;
remisivo|re-mi-si-vo|Que remite o sirve para remitir;;;
remitente|re-mi-ten-te|Persona que envía un sobre o paquete y cuyo nombre figura en el mismo;;;
remoción|re-mo-ción|Acción y efecto de quitar cosas de un lugar;;;
remojado|re-mo-ja-do|Empapado en agua o puesto en remojo;;;
remolcar|re-mol-car|Llevar tirando un vehículo a otro;;;
remolino|re-mo-li-no|Movimiento giratorio y rápido del aire, el agua, el polvo, el humo, etc.;;;
remolón|re-mo-lón|Flojo, perezoso, holgazán;;;
remolque|re-mol-que|Vehículo arrastrado por otro;;;
remontar|re-mon-tar|Elevar una cosa por el aire;;;
remoque|re-mo-que|Fam. Palabra picante;;;
remorder|re-mor-der|Fig. Inquietar, desasosegar interiormente una cosa a uno;;;
remover|re-mo-ver|Quitar, apartar un obstáculo;;;
removido|re-mo-vi-do|Quitado, apartado, tratándose de un obstáculo;;;
remozado|re-mo-za-do|Modernizado, rejuvenecido, que ha recuperado el aspecto de nuevo;;;
remozar|re-mo-zar|Modernizar, devolver el aspecto de nuevo a algo;;;
rempujar|rem-pu-jar|Vulgarismo por empujar;;;
remueven|re-mue-ven|Trasladan una cosa de un lugar a otro;;;
remunerar|re-mu-ne-rar|Recompensar, premiar o pagar a uno por alguna cosa;;;
remusgo|re-mus-go|Atisbos o vislumbres de algo malo o sospechoso;;;
renacuajo|re-na-cua-jo|Larva de la rana, mientras conserva la cola y respira por branquias;;;
rencilla|ren-ci-lla|Cuestión o riña de que queda algún encono;;;
rencoroso|ren-co-ro-so|Resentido, propenso a guardar rencor;;;
rendibú|ren-di-bú|Acatamiento, agasajo;;;
rendición|ren-di-ción|Acción y efecto de rendir o rendirse;;;
rendija|ren-di-ja|Hendedura que se produce naturalmente en cualquier cuerpo sólido y lo atraviesa de parte a parte;;;
rendirse|ren-dir-se|Entregarse, someterse;;;
renegado|re-ne-ga-do|Que renuncia a sus creencias o ideología;;;
renegrido|re-ne-gri-do|Ennegrecido por el humo o por la suciedad;;;
renguera|ren-gue-ra|Imposibilidad de caminar con regularidad por accidente o enfermedad;;;
renombre|re-nom-bre|Celebridad que adquiere uno por sus hechos gloriosos o por haber dado muestras de ciencia y talento;;;
rentable|ren-ta-ble|Que produce renta suficiente o remuneradora;;;
renuencia|re-nuen-cia|Repugnancia a hacer una cosa;;;
renuente|re-nuen-te|Indócil, remiso;;;
renuevo|re-nue-vo|Vástago que echa el árbol después de podado o cortado;;;
renuncia|re-nun-cia|Dejación voluntaria de una cosa;;;
renunciar|re-nun-ciar|Abandonar, dejar, desistir;;;
reñidura|re-ñi-du-ra|Fam. Regaño, reprensión;;;
reómetro|re-ó-me-tro|Aparato para medir la cantidad de agua que lleva una corriente;;;
reóstato|re-ós-ta-to|Instrumento para hacer variar la resistencia en un circuito eléctrico;;;
reótropo|re-ó-tro-po|Fís. Conmutador de corriente;;;
repasador|re-pa-sa-dor|Argent., Parag., Urug. Paño de cocina, lienzo para secar la vajilla;;;
repatriar|re-pa-triar|Hacer que uno regrese a su patria;;;
repechar|re-pe-char|Subir por un repecho o cuesta bastante pendiente y no larga;;;
repecho|re-pe-cho|Cuesta bastante empinada y no larga;;;
repelente|re-pe-len-te|Que produce repulsión;;;
repeluzno|re-pe-luz-no|Escalofrío leve y pasajero;;;
repensar|re-pen-sar|Volver a pensar una cosa con reflexión;;;
repentino|re-pen-ti-no|Pronto, impensado, no prevenido;;;
repicar|re-pi-car|Tañer o sonar repetidamente las campanas en señal de fiesta o regocijo;;;
repique|re-pi-que|Acción y efecto de repicar las campanas;;;
repiquete|re-pi-que-te|Repique vivo y rápido de campanas;;;
repisa|re-pi-sa|Especie de ménsula de más longitud que vuelo, para sostener un objeto de utilidad o un adorno;;;
replegado|re-ple-ga-do|Plegado o doblado muchas veces;;;
replegar|re-ple-gar|Plegar o doblar muchas veces una cosa;;;
repleto|re-ple-to|Muy lleno, que contiene todo lo que su capacidad permite;;;
réplica|ré-pli-ca|Copia de una obra artística que reproduce con igualdad la original;;;
replicar|re-pli-car|Poner objeciones a lo que se dice o manda;;;
repliegue|re-plie-gue|Acción y efecto de replegarse las tropas;;;
repoblado|re-po-bla-do|Vuelto a poblar;;;
repoblar|re-po-blar|Volver a poblar;;;
reponer|re-po-ner|Completar lo que falta o lo que se había sacado de alguna parte;;;
reportaje|re-por-ta-je|Trabajo periodístico, cinematográfico, etc., de carácter informativo;;;
reportero|re-por-te-ro|Periodista;;;
reposado|re-po-sa-do|Sosegado, quieto, tranquilo;;;
reposera|re-po-se-ra|Argent., Parag. Tumbona, silla de tijera con asiento y respaldo de lona;;;
repostar|re-pos-tar|Reponer provisiones, combustible, etc.;;;
repostero|re-pos-te-ro|Pastelero que fabrica pastas, dulces, confites, etc.;;;
repostero|re-pos-te-ro|Pastelero que fabrica tortas, dulces, confites, etc.;;;
reprender|re-pren-der|Corregir, amonestar a uno vituperando lo que ha dicho o hecho;;;
represa|re-pre-sa|Muro grueso construido a través de un río, arroyo o canal, para conducir el agua fuera del cauce;;;
represión|re-pre-sión|Acto, o conjunto de actos, ordinariamente desde el poder, para contener, detener o castigar con violencia actuaciones políticas o sociales;;;
reprimir|re-pri-mir|Contener, refrenar o templar;;;
reprobar|re-pro-bar|No aprobar, dar por malo, desaprobar;;;
réprobo|ré-pro-bo|Condenado a las penas eternas;;;
reprochar|re-pro-char|Reconvenir, echar en cara;;;
reprueban|re-prue-ban|No aprueban;;;
reprueba|re-prue-ba|Desaprueba, da por malo;;;
reptiles|rep-ti-les|Clase de vertebrados ovíparos, que caminan casi rozando el suelo con el vientre;;;
república|re-pú-bli-ca|Organización del Estado cuya máxima autoridad es elegida por los ciudadanos o por el Parlamento para un período determinado;;;
repudiar|re-pu-diar|Rechazar o no aceptar una cosa con repulsión;;;
repuesto|re-pues-to|Recambio, pieza que puede sustituir a otra igual en una máquina;;;
repujado|re-pu-ja-do|Labrado a martillo;;;
requebrar|re-que-brar|Piropear, decir requiebros;;;
requecho|re-que-cho|Argent. lunf. Sobrante de poco valor;;;
requecho|re-que-cho|Arg. lunf. Sobrante de poco valor;;;
requemado|re-que-ma-do|Que tiene color oscuro denegrido por haber estado al fuego;;;
requemar|re-que-mar|Volver a quemar o tostar con exceso una cosa;;;
requesón|re-que-són|Cuajada que se saca de la leche después de hecho el queso;;;
requiebro|re-quie-bro|Piropo, flor, lisonja;;;
réquiem|ré-quiem|Composición musical que se canta con el texto litúrgico de la misa de difuntos;;;
requinto|re-quin-to|Segundo quinto que se saca de una cantidad de la que se había extraído ya la quinta parte;;;
requisa|re-qui-sa|Revista o inspección de las personas o de las dependencias de un establecimiento;;;
requisar|re-qui-sar|Der. Expropiar, con efecto inmediato y sin seguir el procedimiento ordinario, cosas, derechos y servicios;;;
requisar|re-qui-sar|Fam. Apropiarse de cosa ajena;;;
requisito|re-qui-si-to|Condición necesaria para una cosa;;;
resabiado|re-sa-bia-do|Que por su experiencia reacciona con desconfianza o agresividad;;;
resabido|re-sa-bi-do|Que se precia de muy sabio y entendido;;;
resabio|re-sa-bio|Sabor desagradable que deja una cosa;;;
resaca|re-sa-ca|Limo o residuos que el mar o los ríos después de la crecida dejan en la orilla;;;
resaca|re-sa-ca|Limo o residuos que el mar o los ríos, después de la crecida, dejan en la orilla;;;
resaltar|re-sal-tar|Fig. Distinguirse o sobresalir mucho una cosa entre otras;;;
resalto|re-sal-to|Parte que sobresale de la superficie de una casa;;;
resbalar|res-ba-lar|Patinar, irse los pies, deslizarse;;;
rescatar|res-ca-tar|Recobrar por precio o por fuerza, una persona o cosa;;;
rescate|res-ca-te|Dinero que se paga para recobrar una persona o cosa;;;
rescindir|res-cin-dir|Dejar sin efecto un contrato, obligación, etc.;;;
rescisión|res-ci-sión|Acción de dejar sin efecto un contrato, obligación, etc.;;;
rescoldo|res-col-do|Brasa menuda resguardada por la ceniza;;;
resección|re-sec-ción|Cir. Operación que consiste en separar el todo o parte de uno o más órganos;;;
resentido|re-sen-ti-do|Persona que guarda algún resentimiento;;;
reservado|re-ser-va-do|Cauteloso, reacio en manifestar su interior;;;
reserva|re-ser-va|Parte del ejército o armada de una nación que no está en servicio activo;;;
reservar|re-ser-var|Guardar para más adelante o para cuando sea necesaria una cosa;;;
resguardo|res-guar-do|Defensa, protección;;;
residente|re-si-den-te|Morador, habitante, vecino;;;
residir|re-si-dir|Habitar, vivir, morar;;;
residual|re-si-dual|Que sobra o queda como residuo;;;
residuo|re-si-duo|Parte o porción que queda de un todo;;;
residuos|re-si-duos|Restos, remanentes;;;
resinoso|re-si-no-so|Que participa de alguna de las cualidades de la resina;;;
resiste|re-sis-te|Tolera, aguanta;;;
resistero|re-sis-te-ro|Reverberación del sol;;;
resistir|re-sis-tir|Tolerar, aguantar;;;
resistivo|re-sis-ti-vo|Que resiste o tiene virtud para resistir;;;
resoluto|re-so-lu-to|Compendioso, abreviado, resumido;;;
resolver|re-sol-ver|Dar solución a una dificultad o duda;;;
resonante|re-so-nan-te|Que resuena.// Fig. Importante;;;
resoplar|re-so-plar|Dar resuellos fuertes;;;
resoplido|re-so-pli-do|Resuello fuerte;;;
resoplo|re-so-plo|Resuello fuerte;;;
respaldar|res-pal-dar|Parte del asiento en que descansa la espalda;;;
respaldo|res-pal-do|Fig. Apoyo, amparo, protección;;;
réspede|rés-pe-de|Lengua de la culebra o de la víbora;;;
résped|rés-ped|Lengua de la culebra o de la víbora.// Fig. Intención malévola de las palabras;;;
respetado|res-pe-ta-do|Aeroplano formado por un solo plano de alas;;;
respetado|res-pe-ta-do|Venerado, reverenciado;;;
respingar|res-pin-gar|Fam. Elevarse el borde de la chaqueta o la falda, por estar mal hecha la prenda;;;
respingo|res-pin-go|Sacudida violenta del cuerpo;;;
responder|res-pon-der|Contestar, satisfacer a lo que se pregunta;;;
respondón|res-pon-dón|Que tiene el vicio de replicar irrespetuosamente;;;
respuesta|res-pues-ta|Réplica, contestación;;;
resquemor|res-que-mor|Resentimiento, sensación de rechazo o enojo hacia algo o alguien;;;
resquicio|res-qui-cio|Abertura entre el quicio y la puerta;;;
restante|res-tan-te|Residuo de una cosa;;;
restaurar|res-tau-rar|Reparar una pintura, escultura, etc., del deterioro que haya sufrido;;;
restituir|res-ti-tuir|Devolver una cosa a quien la tenía antes;;;
restorán|res-to-rán|Establecimiento donde se sirven comidas;;;
resucitar|re-su-ci-tar|Volver la vida a un muerto;;;
resuello|re-sue-llo|Respiración, especialmente la violenta;;;
resultado|re-sul-ta-do|Efecto y consecuencia de un hecho, operación o deliberación;;;
resultón|re-sul-tón|Que tiene buena presencia física, agradable;;;
resumen|re-su-men|Compendio, breve y sumaria exposición de lo más sustancial de una materia;;;
resumen|re-su-menCompendio, breve y sumaria exposición de lo más sustancial de una materia;;;
resume|re-su-me|Reduce a términos breves y precisos lo esencial de un asunto o materia;;;
resumir|re-su-mir|Reducir a términos breves y precisos lo esencial de un asunto o materia;;;
resurgir|re-sur-gir|Surgir de nuevo;;;
retablo|re-ta-blo|Obra de arquitectura que compone la decoración de un altar;;;
retacona|re-ta-co-na|Mujer gruesa y de poca altura;;;
retahíla|re-ta-hí-la|Serie de muchas cosas que van una tras otra;;;
retamal|re-ta-mal|Terreno poblado de retama;;;
retama|re-ta-ma|Mata de la familia de las Papilionáceas, de dos a cuatro metros de altura;;;
retardado|re-tar-da-do|Diferido, detenido, entorpecido, atrasado;;;
retardar|re-tar-dar|Diferir, detener, entorpecer, dilatar;;;
reticular|re-ti-cu-lar|De figura de redecilla o de red;;;
retomar|re-to-mar|Reanudar algo que se había interrumpido;;;
retoñecer|re-to-ñe-cer|Rebrotar, volver a echar vástagos la planta;;;
retoque|re-to-que|Última mano dada a cualquier obra;;;
reto|re-to|Desafío, competencia;;;
retorno|re-tor-no|Acción y efecto de retornar;;;
retorsión|re-tor-sión|Acción de devolver o inferir a uno el mismo daño o agravio que de él se ha recibido;;;
retostar|re-tos-tar|Tostar mucho una cosa;;;
retractar|re-trac-tar|Revocar expresamente lo que se ha dicho;;;
retráctil|re-trác-til|Que puede avanzar o adelantarse y, después, retraerse o esconderse;;;
retraído|re-tra-í-do|Fig. Poco comunicativo, corto, tímido;;;
retrasado|re-tra-sa-do|Que no ha alcanzado el desarrollo y talla propios de su edad;;;
retrasar|re-tra-sar|Diferir o suspender la ejecución de una cosa;;;
retroceso|re-tro-ce-so|Golpe que da un arma de fuego al dispararla;;;
